사업유형,사업번호,사업계획변경순번,사업년도,사업명,심사상태코드,최초심의일자,심의요청일,심의종료일,삭제여부
공익활동형,2023-00800,1,2023,경로당 청소도우미 (은빛크리닝),승인완료,2022-12-05 00:00,2022-12-05 00:00,2022-12-06 00:00,N
공익활동형,2023-02062,1,2023,행복드림 거리광고물관리,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-12 00:00,N
공익활동형,2023-02739,7,2023,스쿨존 교통지원,승인완료,2023-08-31 00:00,2023-01-05 00:00,2022-12-12 00:00,N
공익활동형,2023-00190,1,2023,복지시설도우미사업단,승인완료,2022-11-30 00:00,2022-11-30 00:00,2022-12-14 00:00,N
공익활동형,2023-00975,1,2023,연중노노케어,승인완료,2022-12-04 00:00,2022-12-04 00:00,2022-12-19 00:00,N
공익활동형,2023-01156,3,2023,시니어푸드9060,승인완료,2023-10-05 00:00,2023-10-05 00:00,2022-12-08 00:00,N
시장형,2023-02270,1,2023,숨쉬는나무공방숲,승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-08 00:00,N
공익활동형,2023-02404,3,2023,꿈나무도우미,승인완료,2023-04-26 00:00,2023-04-24 00:00,2022-12-09 00:00,N
사회서비스형,2023-02649,1,2023,공공행정업무지원사업,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-02730,2,2023,공공보건복지시설지원,승인완료,2023-04-12 00:00,2022-12-07 00:00,2022-12-07 00:00,N
시장형,2023-00726,2,2023,다미락떡방,승인완료,2022-12-19 00:00,2022-12-19 00:00,2023-01-12 00:00,N
공익활동형,2023-01805,3,2023,1365행복으로~북구,승인완료,2023-01-02 00:00,2022-12-08 00:00,2022-12-08 00:00,N
공익활동형,2023-01826,2,2023,수리산지킴이,승인완료,2023-02-21 00:00,2023-01-26 00:00,2022-12-14 00:00,N
공익활동형,2023-01851,4,2023,꿈나무행복지킴이,승인완료,2023-01-02 00:00,2023-01-02 00:00,2022-12-12 00:00,N
공익활동형,2023-00508,2,2023,경로당깔끄미,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-02867,2,2023,우리동네울타리관리사업,승인완료,2023-01-02 00:00,2023-01-02 00:00,2022-12-09 00:00,N
시장형,2023-01484,1,2023,카페촌사업,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-15 00:00,N
공익활동형,2023-01676,2,2023,노노케어,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-14 00:00,N
공익활동형,2023-01711,1,2023, 미추홀해충캅스,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-01906,2,2023,불법카메라탐지활동(기회),승인완료,2023-01-20 00:00,2022-12-08 00:00,2022-12-15 00:00,N
시장형,2023-08983,4,2023,정담초록농장,승인완료,2023-05-18 00:00,2023-05-18 00:00,2023-05-18 00:00,N
공익활동형,2023-01069,3,2023,자연관리활동팀,승인완료,2023-01-02 00:00,2023-01-02 00:00,2022-12-17 00:00,N
공익활동형,2023-01091,1,2023,동삼식사도우미,승인완료,2022-12-05 00:00,2022-12-05 00:00,2022-12-07 00:00,N
공익활동형,2023-01411,2,2023,실버프랜드,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-14 00:00,N
공익활동형,2023-01518,2,2023,공공의료 및 복지시설봉사,승인완료,2023-01-11 00:00,2022-12-08 00:00,2022-12-13 00:00,N
시장형,2023-01280,2,2023,택배서비스,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-16 00:00,N
공익활동형,2023-01702,1,2023,우리동네등산로지킴이,승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-13 00:00,N
사회서비스형,2023-02727,5,2023,봄愛,승인완료,2023-03-27 00:00,2023-03-27 00:00,2022-12-13 00:00,N
시장형,2023-02837,3,2023,공공체육관리,승인완료,2022-12-29 00:00,2022-12-29 00:00,2022-12-30 00:00,N
공익활동형,2023-02397,5,2023,행복드림 민주공원환경지킴이,승인완료,2023-01-05 00:00,2023-01-05 00:00,2022-12-12 00:00,N
시장형,2023-03432,1,2023,갤러리N북카페,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-26 00:00,N
공익활동형,2023-03433,2,2023,더블복지지원단,승인완료,2023-01-13 00:00,2023-01-10 00:00,2022-12-17 00:00,N
공익활동형,2023-02808,3,2023,근린생활관리지원,승인완료,2023-01-06 00:00,2023-01-02 00:00,2022-12-13 00:00,N
공익활동형,2023-02816,2,2023,경로당깔끔이사업,승인완료,2023-07-28 00:00,2023-07-26 00:00,2022-12-13 00:00,N
공익활동형,2023-02826,2,2023,종이팩재활용사업,승인완료,2023-05-16 00:00,2022-12-13 00:00,2022-12-14 00:00,N
사회서비스형,2023-01124,1,2023,노인시설 지원사업,승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-13 00:00,N
사회서비스형,2023-01235,3,2023,복지관급식지원및환경정화,승인완료,2023-05-11 00:00,2023-05-11 00:00,2022-12-06 00:00,N
공익활동형,2023-02901,7,2023,노노케어,승인완료,2023-04-17 00:00,2023-04-06 00:00,2022-12-13 00:00,N
시장형,2023-03012,3,2023,카페나우북구청점,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-20 00:00,N
사회서비스형,2023-03048,2,2023,장기요양서비스도우미,승인완료,2022-12-21 00:00,2022-12-08 00:00,2022-12-21 00:00,N
공익활동형,2023-03099,2,2023,도란도란노노케어,승인완료,2023-01-09 00:00,2022-12-09 00:00,2022-12-15 00:00,N
공익활동형,2023-03145,2,2023,사랑의 반찬나눔사업,승인완료,2023-02-16 00:00,2023-02-15 00:00,2022-12-17 00:00,N
시장형,2023-03149,2,2023,먹거리통합지원센터 연계사업단,승인완료,2022-12-23 00:00,2022-12-23 00:00,2022-12-27 00:00,N
사회서비스형,2023-01645,1,2023,"돌봄시설도우미(학익,관교 외)",승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-06 00:00,N
공익활동형,2023-01773,1,2023,버스정류장가꿈이,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-00783,2,2023,365우리동네지킴이,승인완료,2023-03-08 00:00,2023-03-08 00:00,2022-12-05 00:00,N
사회서비스형,2023-01693,1,2023,아동시설지원,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-13 00:00,N
공익활동형,2023-02437,1,2023,공공시설 도우미,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-08 00:00,N
공익활동형,2023-02570,6,2023,찾아가는 재능나누미,승인완료,2023-07-19 00:00,2023-06-15 00:00,2022-12-12 00:00,N
시장형,2023-00932,2,2023,새싹배움터,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-07 00:00,N
시장형,2023-01067,1,2023,천연비누제조사업,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-19 00:00,N
공익활동형,2023-01142,2,2023,동해바다행복지킴이,승인완료,2023-01-02 00:00,2022-12-07 00:00,2022-12-12 00:00,N
사회서비스형,2023-02744,3,2023,노인주간보호센터도우미,승인완료,2023-08-09 00:00,2022-12-12 00:00,2022-12-13 00:00,N
공익활동형,2023-02771,1,2023,스쿨존교통안전지킴이,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-12 00:00,N
공익활동형,2023-02776,5,2023,지역아동환경도우미(지역아동센터봉사),승인완료,2023-05-16 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-04249,1,2023,학습준비물실도우미,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-09 00:00,N
시장형,2023-01210,2,2023,황태손질사업단(대진),승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-01495,2,2023,학교행복안전지킴이(기회),승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-07 00:00,N
사회서비스형,2023-01501,2,2023,그룹홈도우미,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-15 00:00,N
공익활동형,2023-01718,4,2023,노노케어(실버케어119),승인완료,2023-04-27 00:00,2023-04-25 00:00,2022-12-09 00:00,N
사회서비스형,2023-02857,2,2023,공공서비스지원(구.미술관가이드),승인완료,2023-01-09 00:00,2023-01-09 00:00,2022-12-16 00:00,N
시장형,2023-01875,1,2023,우리시장깔끔이,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-15 00:00,N
공익활동형,2023-01998,3,2023,노노케어,승인완료,2023-01-03 00:00,2023-01-03 00:00,2022-12-06 00:00,N
공익활동형,2023-02974,2,2023,손심엉글라,승인완료,2023-01-09 00:00,2023-01-09 00:00,2022-12-16 00:00,N
공익활동형,2023-03026,2,2023,바다지킴이,승인완료,2023-09-15 00:00,2023-09-06 00:00,2022-12-09 00:00,N
공익활동형,2023-02215,3,2023,학교발열체크 봉사활동,승인완료,2023-01-09 00:00,2023-01-09 00:00,2022-12-15 00:00,N
공익활동형,2023-02220,1,2023,숲생태해설사업,승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-08 00:00,N
공익활동형,2023-02234,3,2023,공용 자전거 소독 사업단,승인완료,2023-01-05 00:00,2022-12-07 00:00,2022-12-07 00:00,N
공익활동형,2023-03059,2,2023,복지시설지원사업,승인완료,2023-01-03 00:00,2023-01-03 00:00,2022-12-15 00:00,N
시장형,2023-03306,2,2023,할머니손맛반찬점 산남점,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-16 00:00,N
공익활동형,2023-03384,2,2023,깨끗한 경로당,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-12 00:00,N
사회서비스형,2023-01659,1,2023,독서지도사,승인완료,2022-12-05 00:00,2022-12-05 00:00,2022-12-06 00:00,N
시장형,2023-01802,2,2023,실버드림택배사업단,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-22 00:00,N
사회서비스형,2023-01812,1,2023,컨설턴트,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-09 00:00,N
시장형,2023-02916,2,2023,제천해피시니어유통,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-16 00:00,N
시장형,2023-02936,3,2023,맛자랑푸드,승인완료,2023-01-27 00:00,2023-01-27 00:00,2023-01-11 00:00,N
공익활동형,2023-02962,2,2023,산사랑봉사단,승인완료,2023-01-05 00:00,2022-12-19 00:00,2022-12-22 00:00,N
공익활동형,2023-03436,3,2023,우리고을 산지킴이,승인완료,2023-02-01 00:00,2023-01-18 00:00,2022-12-12 00:00,N
시장형,2023-02908,2,2023,한올,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-16 00:00,N
공익활동형,2023-02984,2,2023,체육시설방역지원,승인완료,2023-01-03 00:00,2022-12-07 00:00,2022-12-08 00:00,N
공익활동형,2023-03030,3,2023,푸름지킴이,승인완료,2023-06-16 00:00,2023-06-13 00:00,2022-12-08 00:00,N
공익활동형,2023-03156,3,2023,청소년선도봉사사업,승인완료,2023-01-02 00:00,2022-12-13 00:00,2022-12-13 00:00,N
공익활동형,2023-01326,1,2023,어르신강사지원,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-14 00:00,N
공익활동형,2023-01391,1,2023,2023 노인일자리 및 사회활동 지원사업 '노노케어',승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-01450,1,2023,재가노인식사배달사업,반려,2022-12-05 00:00,2022-12-05 00:00,,Y
공익활동형,2023-01481,1,2023,학교급식지원봉사,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-13 00:00,N
사회서비스형,2023-03205,3,2023,실버금융지킴이,승인완료,2023-01-03 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-03299,3,2023,은빛깔끔이사업 ,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
사회서비스형,2023-03302,3,2023,복지관 공공행정지원사업,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
사회서비스형,2023-03307,1,2023,아이다솜 서포터즈,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-02093,1,2023,초교청소봉사,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-08 00:00,N
사회서비스형,2023-02164,1,2023,장난감척척박사,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-02729,3,2023,노인방범순찰대사업,승인완료,2023-03-21 00:00,2023-01-02 00:00,2022-12-09 00:00,N
공익활동형,2023-02817,2,2023,호랑이순찰단,승인완료,2023-01-10 00:00,2023-01-09 00:00,2022-12-14 00:00,N
공익활동형,2023-02821,3,2023,공공시설봉사활동(공원등),승인완료,2023-09-11 00:00,2022-12-19 00:00,2022-12-19 00:00,N
공익활동형,2023-01344,2,2023,노인사회활동지원사업(은빛월배노인지원봉사단),승인완료,2023-01-06 00:00,2022-12-06 00:00,2022-12-09 00:00,N
공익활동형,2023-02779,4,2023, 시설관리지원사업 - 시설 나슬단,승인완료,2023-01-12 00:00,2023-01-12 00:00,2022-12-20 00:00,N
공익활동형,2023-02792,1,2023,공공시설도우미,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
시장형,2023-02799,3,2023,풍국면 사회공헌점,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-21 00:00,N
사회서비스형,2023-02852,2,2023,시니어공항서포터즈,승인완료,2023-05-11 00:00,2023-05-11 00:00,2022-12-09 00:00,N
시장형,2023-02010,3,2023,공동작업장1,승인완료,2023-01-30 00:00,2023-01-11 00:00,2022-12-19 00:00,N
공익활동형,2023-02216,2,2023,솔향기,승인완료,2023-01-11 00:00,2022-12-06 00:00,2022-12-15 00:00,N
시장형,2023-03020,3,2023,시니어편의점,승인완료,2023-08-07 00:00,2023-07-31 00:00,2022-12-16 00:00,N
공익활동형,2023-02018,1,2023,실버우리마을가꾸기,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-14 00:00,N
공익활동형,2023-02105,2,2023,우리마을안전행복지킴이 사업,승인완료,2023-01-05 00:00,2022-12-07 00:00,2022-12-08 00:00,N
공익활동형,2023-02172,1,2023,문화유산해설,승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-10 00:00,N
공익활동형,2023-02188,2,2023,초등학교급식도우미사업(행복나누미),승인완료,2023-07-18 00:00,2022-12-14 00:00,2022-12-16 00:00,N
공익활동형,2023-03075,3,2023,우리마을봉사단,승인완료,2023-04-12 00:00,2022-12-12 00:00,2022-12-14 00:00,N
공익활동형,2023-03141,2,2023,버스승강장전기차충전소관리사업,승인완료,2023-01-06 00:00,2023-01-06 00:00,2022-12-12 00:00,N
시장형,2023-03144,5,2023,양초사업단,승인완료,2023-03-27 00:00,2022-12-28 00:00,2022-12-28 00:00,N
공익활동형,2023-02340,5,2023,보육시설지원사업,승인완료,2023-07-20 00:00,2023-07-20 00:00,2022-12-09 00:00,N
공익활동형,2023-02341,2,2023,실버바다사랑,승인완료,2023-08-16 00:00,2022-12-07 00:00,2022-12-07 00:00,N
공익활동형,2023-03386,2,2023,공공자전거 대여소 따릉이 사업,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-20 00:00,N
공익활동형,2023-03387,6,2023,"공공의료 및 복지시설 봉사지원사업 ""행복지기""",승인완료,2023-06-28 00:00,2023-06-27 00:00,2022-12-09 00:00,N
공익활동형,2023-03413,7,2023,우리동네 클린존,승인완료,2023-08-30 00:00,2023-03-29 00:00,2022-12-15 00:00,N
공익활동형,2023-01842,3,2023,불법광고물정비 도우미,승인완료,2023-01-05 00:00,2023-01-01 00:00,2022-12-15 00:00,N
공익활동형,2023-01905,1,2023,경륜전수활동,승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-07 00:00,N
사회서비스형,2023-01916,3,2023,노인관련시설지원사업,승인완료,2023-09-11 00:00,2023-09-11 00:00,2022-12-15 00:00,N
공익활동형,2023-02061,4,2023,노노케어사업,승인완료,2023-02-17 00:00,2023-02-15 00:00,2022-12-09 00:00,N
공익활동형,2023-02995,2,2023,체육시설봉사,승인완료,2023-09-15 00:00,2023-09-12 00:00,2022-12-09 00:00,N
공익활동형,2023-02998,1,2023,커피찌꺼기 자원 새활용사업,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-09 00:00,N
공익활동형,2023-03057,2,2023,초등급식도우미,승인완료,2023-01-11 00:00,2023-01-11 00:00,2022-12-16 00:00,N
시장형,2023-03188,4,2023,꽃다비카페,승인완료,2022-12-28 00:00,2022-12-28 00:00,2022-12-28 00:00,N
공익활동형,2023-03514,2,2023,경로당 아름동행,승인완료,2023-02-02 00:00,2023-02-01 00:00,2022-12-15 00:00,N
사회서비스형,2023-03177,3,2023,가족문화센터지원사업,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-03222,1,2023,안전실버지킴이활동(기회),승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-15 00:00,N
공익활동형,2023-03275,1,2023,독거노인돌보미,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-12 00:00,N
공익활동형,2023-01512,1,2023,도시철도안전지킴이,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-11 00:00,N
공익활동형,2023-01897,2,2023,지역사회환경개선봉사,승인완료,2023-01-09 00:00,2022-12-06 00:00,2022-12-07 00:00,N
공익활동형,2023-01903,3,2023,실버케어활동,승인완료,2023-08-01 00:00,2023-07-28 00:00,2022-12-15 00:00,N
공익활동형,2023-01959,5,2023,뱅크행복지킴이,승인완료,2023-01-03 00:00,2023-01-02 00:00,2022-12-12 00:00,N
공익활동형,2023-03429,3,2023,노노케어행복지킴이,승인완료,2023-01-02 00:00,2022-12-12 00:00,2022-12-15 00:00,N
공익활동형,2023-03329,2,2023,경로당 급식지원 사업,승인완료,2023-01-03 00:00,2022-12-07 00:00,2022-12-15 00:00,N
공익활동형,2023-03340,3,2023,경로당깔끄미 기쁨뜰,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-02402,2,2023,공공자전거 따릉이,승인완료,2023-01-06 00:00,2022-12-07 00:00,2022-12-15 00:00,N
시장형,2023-02405,4,2023,"실버카페""MZEE CAFE""올래",승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-20 00:00,N
시장형,2023-02824,1,2023,골목식당의두부이야기,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-16 00:00,N
공익활동형,2023-02835,3,2023,스마일도서관,승인완료,2023-05-16 00:00,2022-12-13 00:00,2022-12-13 00:00,N
공익활동형,2023-02840,1,2023,전라좌수영수군지킴이(전통문화관광),승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-07 00:00,N
사회서비스형,2023-02888,1,2023,정원관리사,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
공익활동형,2023-02969,3,2023,전통시장활성화,승인완료,2023-09-15 00:00,2023-09-06 00:00,2022-12-09 00:00,N
사회서비스형,2023-01459,1,2023,우체국행정업무지원,승인완료,2022-12-05 00:00,2022-12-05 00:00,2022-12-13 00:00,N
사회서비스형,2023-01576,4,2023,커피박 재활용 스마트 수거 자원순환,승인완료,2023-01-19 00:00,2023-01-11 00:00,2022-12-16 00:00,N
사회서비스형,2023-01722,4,2023,다솜소망,삭제요청,2023-01-05 00:00,2023-01-03 00:00,2022-12-10 00:00,Y
시장형,2023-02875,2,2023,형설푸드사업단,승인완료,2022-12-27 00:00,2022-12-27 00:00,2022-12-28 00:00,N
공익활동형,2023-02925,6,2023,전통시장지킴이,승인완료,2023-04-17 00:00,2023-04-06 00:00,2022-12-13 00:00,N
공익활동형,2023-02963,1,2023,도서관사서도우미,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-16 00:00,N
시장형,2023-02537,1,2023,경전철역사도우미사업,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-15 00:00,N
공익활동형,2023-02783,2,2023,배움터도시농부,승인완료,2023-03-27 00:00,2023-03-27 00:00,2022-12-13 00:00,N
공익활동형,2023-02784,1,2023,작은도서관지원,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-07 00:00,N
공익활동형,2023-02806,1,2023,실버급식도우미,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-09 00:00,N
공익활동형,2023-02820,3,2023,버스승강장정비사업,승인완료,2023-09-20 00:00,2023-08-29 00:00,2022-12-13 00:00,N
시장형,2023-03154,1,2023,행복자원사업단,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-18 00:00,N
공익활동형,2023-03258,2,2023,무료빨래방활동도우미,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-12 00:00,N
공익활동형,2023-03263,3,2023,노노케어,승인완료,2023-02-01 00:00,2023-01-25 00:00,2022-12-12 00:00,N
공익활동형,2023-02223,3,2023,행복드림 주차도우미,승인완료,2023-01-05 00:00,2023-01-03 00:00,2022-12-12 00:00,N
공익활동형,2023-02247,1,2023,노노강사파견,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-09 00:00,N
공익활동형,2023-02384,2,2023,청정고성서포터즈(거진) 지원봉사활동,승인완료,2023-01-02 00:00,2023-01-02 00:00,2022-12-09 00:00,N
공익활동형,2023-03346,7,2023,근린생활지원-2,승인완료,2023-07-11 00:00,2023-07-10 00:00,2022-12-12 00:00,N
사회서비스형,2023-02394,2,2023,클린하우스 깔끔이사업,승인완료,2023-07-26 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-02757,1,2023,복지시설봉사7(시설봉사단),승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-12 00:00,N
시장형,2023-03426,1,2023,은빛클린,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-28 00:00,N
공익활동형,2023-02211,3,2023,노노케어(이웃愛게로),승인완료,2023-05-10 00:00,2022-12-07 00:00,2022-12-07 00:00,N
공익활동형,2023-03071,1,2023,나래울 공공시설 관리 활동,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-13 00:00,N
공익활동형,2023-03082,2,2023,복지시설지원,승인완료,2022-12-30 00:00,2022-12-29 00:00,2022-12-12 00:00,N
사회서비스형,2023-03666,1,2023,지역아동센터,승인완료,2022-12-28 00:00,2022-12-28 00:00,2022-12-29 00:00,N
사회서비스형,2023-03676,2,2023,아동서비스도우미,승인완료,2022-12-21 00:00,2022-12-08 00:00,2022-12-21 00:00,N
공익활동형,2023-03682,2,2023,급식안심도우미,승인완료,2023-01-10 00:00,2023-01-09 00:00,2022-12-14 00:00,N
공익활동형,2023-03683,1,2023,그린 안목지킴이,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-12 00:00,N
공익활동형,2023-03301,1,2023,수락방역봉사단,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-12 00:00,N
사회서비스형,2023-03334,4,2023,학습준비물실선생님,승인완료,2022-12-23 00:00,2022-12-23 00:00,2022-12-27 00:00,N
공익활동형,2023-01968,4,2023,행복나눔공공시설도우미,승인완료,2023-01-13 00:00,2022-12-12 00:00,2022-12-15 00:00,N
시장형,2023-02008,1,2023,소래포구전통어시장환경정비,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
공익활동형,2023-00008,2,2023,솔향 옥계면 봉사단,승인완료,2023-01-29 00:00,2022-11-30 00:00,2022-12-02 00:00,N
공익활동형,2023-00011,2,2023,솔향 강남동 봉사단,승인완료,2023-01-29 00:00,2023-01-29 00:00,2022-12-02 00:00,N
공익활동형,2023-00016,2,2023,공공시설도우미,승인완료,2023-01-09 00:00,2023-01-09 00:00,2022-12-15 00:00,N
공익활동형,2023-00006,2,2023,솔향 강동면 봉사단,승인완료,2023-01-29 00:00,2022-12-02 00:00,2022-12-01 00:00,N
공익활동형,2023-00013,3,2023,솔향 경포동 봉사단,승인완료,2023-04-13 00:00,2023-04-13 00:00,2022-12-02 00:00,N
시장형,2023-00017,4,2023,노노카페 겨울,승인완료,2023-03-16 00:00,2023-03-15 00:00,2023-02-27 00:00,N
사회서비스형,2023-00034,3,2023,강원도 공공형 이불 빨래방,승인완료,2023-04-05 00:00,2022-11-30 00:00,2022-12-02 00:00,N
공익활동형,2023-00052,2,2023,저탄소환경지킴이사업단,승인완료,2023-01-05 00:00,2022-12-07 00:00,2022-12-07 00:00,N
공익활동형,2023-00056,3,2023,보약같은친구,승인완료,2023-06-20 00:00,2023-06-15 00:00,2022-12-15 00:00,N
시장형,2023-00061,1,2023,쥐눈이콩나물사업단,변경심사요청,2023-01-13 00:00,2023-01-13 00:00,2022-12-15 00:00,N
사회서비스형,2023-00022,2,2023,보육시설도우미,승인완료,2022-12-05 00:00,2022-12-05 00:00,2022-12-05 00:00,N
공익활동형,2023-00037,3,2023,노인복지회관 시설도우미,승인완료,2023-07-21 00:00,2023-07-21 00:00,2022-12-09 00:00,N
공익활동형,2023-00058,3,2023,늘푸름환경지킴이,승인완료,2023-04-26 00:00,2022-11-30 00:00,2022-12-01 00:00,N
시장형,2023-00075,2,2023,한송정커피로스팅클럽,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-13 00:00,N
공익활동형,2023-00078,2,2023,경로당지원사업,승인완료,2023-01-03 00:00,2023-01-03 00:00,2022-12-13 00:00,N
시장형,2023-00032,3,2023,시니어마트,승인완료,2023-06-15 00:00,2023-06-13 00:00,2022-12-13 00:00,N
공익활동형,2023-00080,1,2023,경로당환경도우미,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-08 00:00,N
시장형,2023-00170,4,2023,한송정카페 북부노인복지관점,승인완료,2023-06-15 00:00,2023-06-14 00:00,2022-12-16 00:00,N
공익활동형,2023-00081,3,2023,공공시설관리지키미,승인완료,2023-01-04 00:00,2022-12-08 00:00,2022-12-08 00:00,N
공익활동형,2023-00005,2,2023,솔향 사천면 봉사단,승인완료,2023-01-29 00:00,2022-11-30 00:00,2022-12-02 00:00,N
공익활동형,2023-52759,1,2023,아이스팩 재활용 사업(아이스팩 세척단),승인완료,2023-02-22 00:00,2023-02-22 00:00,2023-02-23 00:00,N
공익활동형,2023-00043,3,2023,경로당급식도움봉사단,승인완료,2023-01-30 00:00,2022-12-29 00:00,2022-12-05 00:00,N
공익활동형,2023-00046,2,2023,어르신공공시설봉사단,승인완료,2023-01-30 00:00,2022-12-01 00:00,2022-12-02 00:00,N
시장형,2023-00048,1,2023,엄마손밥상1호점,승인완료,2022-12-06 00:00,2022-12-06 00:00,2022-12-19 00:00,N
공익활동형,2023-00049,2,2023,스마일 해변 지킴이,승인완료,2023-01-31 00:00,2022-11-30 00:00,2022-12-02 00:00,N
공익활동형,2023-00004,2,2023,솔향 연곡면 봉사단,승인완료,2023-01-29 00:00,2022-11-30 00:00,2022-12-02 00:00,N
공익활동형,2023-00009,2,2023,솔향 성산면 봉사단,승인완료,2023-01-29 00:00,2022-11-30 00:00,2022-12-02 00:00,N
시장형,2023-00084,6,2023,통영손질멸치사업,승인완료,2023-08-09 00:00,2023-07-21 00:00,2023-01-04 00:00,N
공익활동형,2023-00085,2,2023,스마일 공원환경 지킴이,승인완료,2023-01-31 00:00,2022-11-30 00:00,2022-12-02 00:00,N
공익활동형,2023-10324,2,2023,경로당 깔끄미,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-00087,2,2023,스마일 관광지 지킴이,승인완료,2023-01-31 00:00,2022-11-30 00:00,2022-12-02 00:00,N
공익활동형,2023-00088,2,2023,노인체육건강강좌,승인완료,2023-01-04 00:00,2022-12-08 00:00,2022-12-08 00:00,N
