사업유형,사업번호,사업계획변경순번,사업년도,계속사업여부,계속사업시작연도,사업유형코드,비예산여부,특수사업명코드,사업명,관활시도명,시군구코드,관할시군구,기관ID,수행기관시도명,수행기관시군구,사업기간시작일,사업기간종료일,사업계획서상태코드,목표일자리수,최초등록첨부파일,최근승인첨부파일,삭제여부
공익활동형,2022-03138,3,2022,Y,2019,공원 놀이터 등 공공시설 봉사(A-13),N,105001,꿈나무지킴이,경상북도,4773000000,의성군,1748,경상북도,의성군,2022-01-03,2022-11-30,승인완료,134,2022년꿈나무지킴이 사업계획서.hwp,,N
사회서비스형,2022-03172,2,2022,Y,2020,보육시설(어린이집 등) 지원(B-01),N,105001,돌봄시설도우미(주안동),인천광역시,2817000000,미추홀구,1652,인천광역시,미추홀구,2022-01-12,2022-12-01,승인완료,110,2022년 돌봄시설도우미(주안동) 사업계획서.hwp,2022년 돌봄시설도우미(주안동) 사업계획서.hwp,N
사회서비스형,2022-04532,1,2022,Y,2019,기타(B-15),N,105001,신림서포터즈사업단,서울특별시,1162000000,관악구,2939,서울특별시,관악구,2022-01-24,2022-11-25,임시,20,2022년 사회서비스형 사업계획서.hwp,,Y
공익활동형,2022-01657,2,2022,Y,2015,청소년선도 봉사(A-05),N,105001,노인순찰대 시니어캅스,대구광역시,2717000000,서구,1880,대구광역시,서구,2022-01-10,2022-12-30,승인완료,99,2022년 공익활동 노인순찰대 시니어캅스 사업계획서.hwp,2022년+공익활동+노인순찰대+시니어캅스+사업계획서+(최종)(최종).hwp,N
공익활동형,2022-02512,1,2022,Y,2022,도서관 봉사(A-12),N,105001,작은도서관,경기도,4155000000,안성시,210083,경기도,안성시,2022-02-01,2022-12-31,승인완료,20,[A-12] 작은도서관(공익형).hwp,,N
사회서비스형,2022-03443,1,2022,N,2022,취약계층 공익증진 서비스(B-09),N,105001,소비자피해예방지원,인천광역시,2817000000,미추홀구,228083,인천광역시,미추홀구,2022-01-03,2022-12-30,승인완료,10,(사회서비스형) 2022년 소비자피해예방지원 사업계획서.hwp,,N
시장형,2022-03593,2,2022,Y,2019,음식점(E-09),N,105001,행복한보리밥카페2호점,강원도,4217000000,동해시,583,강원도,동해시,2022-01-01,2022-12-31,승인완료,19,2022년 행복한보리밥카페2호점사업계획서.hwp,,N
공익활동형,2022-01395,2,2022,Y,2022,건강체조 취미생활 지도(A-20),N,105001,서예강사파견,전라남도,4681000000,강진군,1263,전라남도,강진군,2022-01-01,2022-12-31,승인완료,14,서예.hwp,,N
공익활동형,2022-01568,2,2022,Y,2021,공공의료 및 복지시설 봉사(A-15),N,105001,복지시설 청소 및 관리지원(신정마을지기),서울특별시,1147000000,양천구,2605,서울특별시,양천구,2022-01-01,2022-12-31,승인완료,10,2022년 노인사회활동지원사업 공익활동 사업계획서(공공시설봉사).hwp,,N
시장형,2022-09955,4,2022,Y,2019,음식점(E-09),N,105001,국숫집그랑,부산광역시,2614000000,서구,153,부산광역시,서구,2022-01-04,2022-12-31,승인완료,20,(22)_그랑_사업계획서.hwp,(22)국숫집그랑_사업계획서(22.10.24).hwp,N
공익활동형,2022-09956,1,2022,N,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,2022년 노인공공시설활동 사업계획서,강원도,4279000000,화천군,750,강원도,화천군,2022-02-01,2022-12-31,승인완료,25,2022년 노인 공공시설활동 사업계획서.hwp,,N
시장형,2022-03277,1,2022,N,2022,음식점(E-09),N,105001,삼천냥해장국,강원도,4273000000,횡성군,1758,강원도,횡성군,2022-01-01,2022-12-31,반려,20,2022년 사업계획서 3호점_삼천냥해장국(20명).hwp,,Y
시장형,2022-03283,1,2022,N,2022,기타(E-19),N,105001,두손모아조립사업단,경상남도,4812000000,창원시,950,경상남도,창원시,2022-01-01,2022-12-31,임시,24,2. 2022년 시장형사업단 사업계획서(두손모아조립사업단).hwp,,Y
공익활동형,2022-03317,2,2022,Y,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,둘레길환경정비및안전지킴이,전라남도,4623000000,광양시,1786,전라남도,광양시,2022-01-03,2022-12-31,승인완료,25,둘레길환경정비및안전지킴이 사업계획서.hwp,,N
공익활동형,2022-03318,2,2022,Y,2020,공공의료 및 복지시설 봉사(A-15),N,105001,복지시설도우미,제주특별자치도,5011000000,제주시,147,제주특별자치도,제주시,2022-01-01,2022-12-31,승인완료,20,2022년 노인일자리 및 사회활동지원사업 사업계획서(복지시설도우미).hwp,2022년 노인일자리 및 사회활동지원사업 사업계획서(복지시설도우미)활동비전용.hwp,N
공익활동형,2022-01651,1,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,지역사회 환경개선 봉사,경기도,4111000000,수원시,809,경기도,수원시,2022-02-01,2022-12-31,승인완료,20,2022년+노인사회활동지원사업+지역사회환경개선+사업계획서(새누리+등록용).hwp,,N
시장형,2022-01795,2,2022,Y,2016,아파트 택배(E-13),N,105001,실버택배사업단(현대아이팍),충청남도,4413000000,천안시,2898,충청남도,천안시,2022-01-01,2022-12-31,승인완료,10,2022년+현대아이팍사업계획서.hwp,,N
공익활동형,2022-01817,1,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,아이스팩재사용활성화사업,대전광역시,3023000000,대덕구,2201,대전광역시,대덕구,2022-01-01,2022-12-31,승인완료,25,2022 아이스팩재사용활성화 사업계획서.hwp,,N
시장형,2022-02247,1,2022,Y,2019,기타(E-19),N,105001,모다들엉여행사,제주특별자치도,5011000000,제주시,178,제주특별자치도,제주시,2022-01-03,2022-12-31,승인완료,8,22-모다들엉여행사.hwp,,N
시장형,2022-01567,1,2022,Y,2015,기타(E-15),N,105001,종량제봉투배송사업,대구광역시,2720000000,남구,156,대구광역시,남구,2022-01-01,2022-12-31,승인완료,4,2022년+종량제봉투배송+사업계획서.hwp,,N
공익활동형,2022-03471,1,2022,Y,2011,경륜전수 활동(A-23),N,105001,천연비누체험학습,경상북도,4775000000,청송군,1793,경상북도,청송군,2022-01-03,2022-12-31,승인완료,10,2022년 천연비누체험학습 사업계획서.hwp,,N
사회서비스형,2022-08588,2,2022,Y,2021,공공행정업무지원(B-12),N,105001,우체국공공행정업무지원사업,경기도,4146000000,용인시,2017,경기도,용인시,2022-01-01,2022-12-31,승인완료,15,2022년+사회서비스형+사업계획서(우체국공공행정업무지원사업)수정.hwp,,N
공익활동형,2022-01551,1,2022,Y,2022,주정차질서 계도 봉사(A-17),N,105001,장애인주차구역지킴이,전라북도,4514000000,익산시,2113,전라북도,익산시,2022-01-03,2022-11-30,승인완료,300,2022년 장애인주차구역지킴이 사업계획서.hwp,,N
공익활동형,2022-01648,2,2022,Y,2016,공원 놀이터 등 공공시설 봉사(A-13),N,105001,해우소관리봉사,충청북도,4313000000,충주시,167,충청북도,충주시,2022-01-01,2022-12-31,승인완료,200,22년 해우소관리봉사사업 사업계획서.hwp,공익활동(변경)_해우소관리봉사-20221018.hwp,N
공익활동형,2022-07919,1,2022,Y,2017,기타(A-19),N,105001,이용자교통안전,부산광역시,2623000000,부산진구,2237,부산광역시,부산진구,2022-01-03,2022-12-31,승인완료,60,2022년이용자교통안전 사업계획서.hwp,,N
공익활동형,2022-02562,2,2022,Y,2022,문화공연 활동(A-21),N,105001,실버문화 공연사업,강원도,4280000000,양구군,1262,강원도,양구군,2022-01-04,2022-12-30,승인완료,7,2022 실버문화나눔봉사단 사업계획서.hwp,2022 실버문화나눔봉사단 사업계획서.hwp,N
공익활동형,2022-03008,1,2022,N,2022,지역사회안전망 구축 지원(A-18),N,105001,마을지킴이사업,경기도,4143000000,의왕시,1166,경기도,의왕시,2022-01-17,2022-12-31,승인완료,82,2022년 마을지킴이 사업계획서.hwp,,N
공익활동형,2022-03424,1,2022,Y,2017,학교급식 지원봉사(A-07),N,105001,초등학교급식지원,충청북도,4311000000,청주시,168,충청북도,청주시,2022-01-01,2022-12-31,승인완료,120,2022년초등급식지원사업계획서.hwp,,N
공익활동형,2022-03586,2,2022,Y,2016,공공의료 및 복지시설 봉사(A-15),N,105001,복지도우미,경기도,4117000000,안양시,1720,경기도,안양시,2022-01-01,2022-12-31,승인완료,60,2022년+복지도우미+사업계획서(20211202).hwp,2022년+복지도우미+사업계획서-수정.hwp,N
공익활동형,2022-01432,3,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,환경보호지킴이,전라남도,4681000000,강진군,1263,전라남도,강진군,2022-02-01,2022-12-30,승인완료,150,환경.hwp,,N
공익활동형,2022-01994,2,2022,N,2022,지역상생 활동작업장(A-24),N,105001,공동작업장,서울특별시,1153000000,구로구,504083,서울특별시,구로구,2022-02-01,2022-12-31,승인완료,45,공동작업장+2022년+사업계획서.hwp,,N
공익활동형,2022-12397,1,2022,Y,2022,지역아동센터 봉사(A-11),N,105001,지역아동센터봉사,강원도,4277000000,정선군,2308,강원도,정선군,2022-01-03,2022-12-31,임시,42,2022-지역.hwp,,Y
공익활동형,2022-01285,2,2022,N,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,어린이승강장그린케어,전라남도,4684000000,무안군,2341,전라남도,무안군,2022-01-01,2022-12-31,승인완료,20,2022년 노인 공익활동 어린이승강장그린케어 사업계획서.hwp,2022년 노인 공익활동 어린이승강장그린케어 사업계획서.hwp,N
공익활동형,2022-02461,3,2022,Y,2018,공원 놀이터 등 공공시설 봉사(A-13),N,105001,승강장을누비자활동팀,경상남도,4812000000,창원시,950,경상남도,창원시,2022-01-03,2022-12-30,승인완료,100,5. 2022년 승강장을누비자활동팀 사업계획서.hwp,11.3)2022년 승강장을누비자활동팀 사업계획서.hwp,N
시장형,2022-04321,4,2022,N,2022,기타(E-19),N,105001,자원재활용사업,서울특별시,1117000000,용산구,743,서울특별시,용산구,2022-01-01,2022-12-31,승인완료,20,2022년 재활용사업단 사업계획서.hwp,2022년+재활용사업단+사업계획서 (6).hwp,N
공익활동형,2022-01375,2,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,내고장환경지킴이사업,경상남도,4889000000,합천군,441,경상남도,합천군,2022-01-03,2022-12-31,승인완료,195,2022년 내고장환경지킴이 사업계획서(11.25).hwpx,2022년+내고장환경지킴이+사업계획서(1.4).hwpx,N
시장형,2022-01490,2,2022,Y,2020,기타(E-04),Y,105001,청정두부,전라북도,4574000000,장수군,2252,전라북도,장수군,2022-01-03,2022-12-30,삭제요청,14,2022년 청정두부사업단 계획서.hwp,,Y
공익활동형,2022-01626,5,2022,Y,2022,경륜전수 활동(A-23),N,105001,옛날옛적에,부산광역시,2638000000,사하구,973,부산광역시,사하구,2022-01-01,2022-12-31,승인완료,10,옛날옛적에.hwp,옛날옛적에(수정계획서).hwp,N
공익활동형,2022-02504,4,2022,Y,2021,지역사회안전망 구축 지원(A-18),N,105001,공공시설봉사(놀이터 수호천사),충청북도,4311000000,청주시,105,충청북도,청주시,2022-01-03,2022-12-31,승인완료,98,2022년 노인 공익활동 사업계획서-공공시설봉사(놀이터수호천사).hwp,2022년 노인 공익활동 변경사업계획서- 놀이터수호천사.hwp,N
공익활동형,2022-02794,3,2022,N,2022,기타(A-19),N,105001,학교지원도우미,충청남도,4425000000,계룡시,202083,충청남도,계룡시,2022-01-03,2022-12-31,승인완료,100,6.2022년 학교지원도우미 사업계획서.hwp,2022년 학교지원도우미 사업계획서 변경(11월).hwp,N
공익활동형,2022-01382,1,2022,Y,2008,지역아동센터 봉사(A-11),N,105001,지역아동센터봉사,충청남도,4420000000,아산시,109,충청남도,아산시,2022-01-01,2022-12-28,승인완료,75,지역아동센터봉사 사업계획서.hwp,,N
공익활동형,2022-02151,2,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,환경개선봉사,경기도,4157000000,김포시,1912,경기도,김포시,2022-01-03,2022-12-31,승인완료,126,9. 완)2022년 환경개선봉사 사업계획서(A-16).hwp,,N
공익활동형,2022-03875,1,2022,Y,2019,공원 놀이터 등 공공시설 봉사(A-13),N,105001,어린이놀이터지킴이,광주광역시,2920000000,광산구,1820,광주광역시,광산구,2022-01-03,2022-12-31,승인완료,300,04.사업계획서(어린이놀이터지킴이).hwp,,N
시장형,2022-01204,2,2022,Y,2011,카페(E-08),N,105001,꽃다비카페,경상남도,4831000000,거제시,2173,경상남도,거제시,2022-01-03,2022-12-31,승인완료,6,2022년 시장형사업단 사업계획.hwp,,N
공익활동형,2022-01775,1,2022,N,2022,도서관 봉사(A-12),N,105001,지혜터 봉사단,강원도,4276000000,평창군,836,강원도,평창군,2022-01-01,2022-12-31,승인완료,8,2022년 지혜터봉사단 사업계획서.hwp,,N
공익활동형,2022-01851,3,2022,Y,2020,스쿨존교통지원 봉사(A-08),N,105001,교통안전도우미,충청북도,4377000000,음성군,2527,충청북도,음성군,2022-01-03,2022-12-31,승인완료,100,22년+교통안전도우미사업계획서.hwp,22년+교통안전도우미사업계획서+10월 예산변경.hwp,N
사회서비스형,2022-01337,3,2022,N,2022,기타(B-15),N,105001,다중이용시설지원(사회서비스형),경상남도,4831000000,거제시,2654,경상남도,거제시,2022-02-01,2022-12-31,승인완료,10,22_사회서비스+사업계획서.hwp,22_사회서비스+사업계획서.hwp,N
시장형,2022-04398,2,2022,Y,2013,매점(편의점)(E-10),N,105001,소박한은빛가게,충청남도,4413000000,천안시,112,충청남도,천안시,2022-01-03,2022-12-30,승인완료,6,2022년 시장형 소박한은빛가게 사업계획서_6명.hwp,,N
공익활동형,2022-04399,2,2022,Y,2017,기타(A-19),N,105001,희망자전거,서울특별시,1174000000,강동구,2,서울특별시,강동구,2022-01-14,2022-12-31,승인완료,65,2022년+노인일자리+및+사회활동지원사업(희망자전거)+사업계획서.hwp,2022년 노인일자리 및 사회활동지원사업(희망자전거) 변경 사업계획서.hwp,N
공익활동형,2022-04436,2,2022,Y,2018,스쿨존교통지원 봉사(A-08),N,105001,스쿨존 지킴이,서울특별시,1154500000,금천구,2445,서울특별시,금천구,2022-01-03,2022-12-30,승인완료,160,2022년 스쿨존 사업계획서.hwp,,N
사회서비스형,2022-04443,2,2022,Y,2021,기타(B-15),N,105001,취약시설업무지원단,인천광역시,2826000000,서구,1444,인천광역시,서구,2022-01-03,2022-12-02,승인완료,54,2022년+취약시설업무지원사업+사업계획.hwp,,N
공익활동형,2022-01593,1,2022,Y,2021,공원 놀이터 등 공공시설 봉사(A-13),N,105001,상동호수공원 테마식물원 환경지킴이,경기도,4119000000,부천시,192083,경기도,부천시,2022-02-07,2022-12-30,승인완료,20,2022년_테마식물원 사업계획서.hwp,,N
공익활동형,2022-01689,3,2022,Y,2018,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공공자전거대여소따릉이사업,서울특별시,1156000000,영등포구,6061,서울특별시,영등포구,2022-02-01,2022-11-30,승인완료,160,2022년 공공자전거대여소따릉이 사업계획서.hwp,,N
공익활동형,2022-01281,1,2022,Y,2017,지역사회 환경개선 봉사(A-16),N,105001,도시환경개선,부산광역시,2629000000,남구,2948,부산광역시,남구,2022-01-01,2022-12-31,승인완료,140,2022년 공익활동(도시환경개선) 사업계획서 (최종).hwp,,N
공익활동형,2022-01357,3,2022,Y,2007,지역아동센터 봉사(A-11),N,105001,복지도우미,경상남도,4812000000,창원시,947,경상남도,창원시,2022-01-03,2022-11-30,승인완료,90,_2022년 공익활동 복지도우미 사업계획서.hwp,_2022년 공익활동 복지도우미 사업계획서(변경).hwp,N
공익활동형,2022-01450,4,2022,Y,2021,노노케어(A-01),N,105001,노노케어(두리),경기도,4155000000,안성시,543,경기도,안성시,2022-01-01,2022-12-31,승인완료,300,노노케어(두리)사업계획서.hwp,노노케어(두리)사업계획서 (2차전용).hwp,N
공익활동형,2022-03486,2,2022,Y,2008,스쿨존교통지원 봉사(A-08),N,105001,스쿨존교통지원,서울특별시,1117000000,용산구,743,서울특별시,용산구,2022-01-01,2022-12-31,승인완료,77,2022년 스쿨존교통지원 사업계획서.hwp,,N
공익활동형,2022-03488,2,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,쓰담쓰담,충청북도,4375000000,진천군,104,충청북도,진천군,2022-01-01,2022-12-31,승인완료,50,2022년 노인 공익활동 사업계획서 (쓰담쓰담) (1).hwp,2022년 노인 공익활동 사업계획서 (쓰담쓰담) (1).hwp,N
공익활동형,2022-03917,3,2022,Y,2016,공공의료 및 복지시설 봉사(A-15),N,105001,공공의료기관봉사활동,경상북도,4717000000,안동시,760,경상북도,안동시,2022-01-03,2022-12-31,승인완료,30,2022년 공공의료기관봉사활동 사업계획서.hwp,,N
공익활동형,2022-04234,3,2022,Y,2010,학교급식 지원봉사(A-07),N,105001,푸드폴리스,경기도,4121000000,광명시,1904,경기도,광명시,2022-01-03,2022-12-31,승인완료,100,2022년 공익활동+푸드폴리스+사업계획서.hwp,,N
사회서비스형,2022-02223,3,2022,Y,2021,기타(B-15),N,105001,식품안전도우미,경기도,4128000000,고양시,60,경기도,고양시,2022-02-01,2022-12-30,승인완료,6,2022_식품안전도우미.hwp,,N
사회서비스형,2022-02851,4,2022,Y,2021,안전관리지원(B-10),N,105001,시니어 국민생활시설 점검원,경상남도,4812000000,창원시,2710,경상남도,창원시,2022-01-01,2022-12-31,승인완료,10,2022년 시니어 국민생활시설 점검원 사업계획서(완).hwp,2022년 시니어 국민생활시설 점검원 사업계획서(12.06).hwp,N
공익활동형,2022-02968,1,2022,N,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공공시설관리지원사업,경상남도,4882000000,고성군,435,경상남도,고성군,2022-01-10,2022-11-30,임시,150,2022년+공공시설관리지원사업+ 사업계획서.hwp,,Y
공익활동형,2022-01392,1,2022,Y,2019,청소년선도 봉사(A-05),N,105001,청소년선도봉사,강원도,4283000000,양양군,921,강원도,양양군,2022-01-01,2022-12-31,승인완료,35,2022년 청소년선도봉사 사업계획서-차세대.hwp,,N
공익활동형,2022-01617,1,2022,Y,2018,스쿨존교통지원 봉사(A-08),N,105001,상도안전지기,서울특별시,1159000000,동작구,820,서울특별시,동작구,2022-02-01,2022-12-30,승인완료,12,4. [상도복지관]공익활동+관련+서식_한글(상도안전지기).hwp,,N
사회서비스형,2022-03530,1,2022,N,2022,미디어 전문서비스(B-13),N,105001,노인일자리홍보전문가,대구광역시,2726000000,수성구,1371,대구광역시,수성구,2022-01-01,2022-12-31,승인완료,8,2022년+사회서비스형+사업계획서+노인일자리홍보전문가.hwp,,N
사회서비스형,2022-03686,1,2022,Y,2021,노인 관련 시설지원(B-07),N,105001,노인관련시설지원사업,전라북도,4574000000,장수군,2252,전라북도,장수군,2022-02-01,2022-12-31,승인완료,8,2022년 노인관련시설지원사업 계획서.hwp,,N
시장형,2022-01862,2,2022,Y,2021,기타(E-19),N,105001,동그라미사업단,경기도,4131000000,구리시,1625,경기도,구리시,2022-03-02,2022-12-30,변경심사요청,12,동그라미 사업계획서(2022년).hwp,,N
공익활동형,2022-02636,3,2022,Y,2022,도서관 봉사(A-12),N,105001,도서관관리지원사업,부산광역시,2629000000,남구,559,부산광역시,남구,2022-01-03,2022-12-31,승인완료,60,2022년 도서관관리지원사업 사업계획서(남구종합사회복지관).hwp,2022년+도서관관리지원사업+사업계획서(남구종합사회복지관).hwp,N
시장형,2022-02993,1,2022,Y,2022,기타(E-07),N,105001,달빛트레인,경기도,4155000000,안성시,210083,경기도,안성시,2022-01-03,2022-12-30,반려,14,[E-07]2022년 달빛트레인(시장형).hwp,,Y
공익활동형,2022-03026,2,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,강서정류장지킴이,서울특별시,1150000000,강서구,212083,서울특별시,강서구,2022-01-01,2022-12-30,승인완료,120,2022. 정류장지킴이 사업계획서(120명).hwp,,N
사회서비스형,2022-01539,1,2022,Y,2021,취약계층 공익증진 서비스(B-09),N,105001,아동그룹홈도우미,경기도,4127000000,안산시,1651,경기도,안산시,2022-01-10,2022-12-30,승인완료,26,21. 2022년 아동그룹홈도우미 사업계획서.hwp,,N
시장형,2022-03498,3,2022,N,2022,카페(E-08),N,105001,노(老)랑트레일러,충청남도,4425000000,계룡시,202083,충청남도,계룡시,2022-01-03,2022-12-31,승인완료,8,6.2022년 노랑트레일러 사업계획서.hwp,노랑트레일러 사업계획서 변경.hwp,N
시장형,2022-03511,1,2022,N,2022,기타(E-19),N,105001,백년청춘문화예술단,대전광역시,3023000000,대덕구,2857,대전광역시,대덕구,2022-01-01,2022-12-31,조건부승인,20,(시장형) 2022백년청춘_사업계획서.hwp,,Y
공익활동형,2022-01763,1,2022,Y,2012,노노케어(A-01),N,105001,구미시니어클럽(독거노인돌봄방),경상북도,4719000000,구미시,175,경상북도,구미시,2022-01-03,2022-12-31,승인완료,40,2022년독거노인돌봄방사업계획.hwp,,N
공익활동형,2022-02144,7,2022,Y,2020,공공의료 및 복지시설 봉사(A-15),N,105001,튼튼도우미,부산광역시,2632000000,북구,1645,부산광역시,북구,2022-01-10,2022-12-30,승인완료,90,2022년+튼튼도우미+사업계획서.hwp,2022년튼튼도우미사업계획서.hwp,N
공익활동형,2022-02249,2,2022,N,2022,도서관 봉사(A-12),N,105001,북클린,경기도,4119000000,부천시,499083,경기도,부천시,2022-01-17,2022-12-31,승인완료,12,2022년 노인 공익활동 사업계획서-북클린.hwp,,N
공익활동형,2022-02334,1,2022,Y,2022,생활시설이용자 지원봉사(A-06),N,105001,해피급식지원사업,대전광역시,3023000000,대덕구,2201,대전광역시,대덕구,2022-01-01,2022-12-31,임시,61,2022년도 해피급식지원사업 사업계획서.hwp,,Y
공익활동형,2022-02505,2,2022,Y,2022,보육시설 봉사(A-10),N,105001,우리마을 보육시설지원①_북부권,강원도,4221000000,속초시,1649,강원도,속초시,2022-01-01,2022-12-31,승인완료,132,2022 보육시설 지원1 사업계획서.hwp,13_변경_보육①_북부권_10.20.hwp,N
공익활동형,2022-02183,4,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,거리환경개선사업,경상북도,4790000000,예천군,376083,경상북도,예천군,2022-01-01,2022-12-30,승인완료,164,6. 거리환경 개선사업 사업계획서(예천읍 - 150명).hwp,거리환경+개선사업+사업계획서(예천읍+-+164명).hwp,N
공익활동형,2022-02938,2,2022,Y,2020,지역사회 환경개선 봉사(A-16),N,105001,우리마을지킴이Ⅰ,경상남도,4825000000,김해시,252083,경상남도,김해시,2022-01-03,2022-12-31,승인완료,160,2022년+우리마을지킴이Ⅰ+사업계획서.hwp,2022년 우리마을지킴이Ⅰ 사업계획서(최종).hwp,N
시장형,2022-02960,1,2022,Y,2018,도시락 및 반찬류(E-03),N,105001,아삭맛드림,경기도,4139000000,시흥시,164,경기도,시흥시,2022-01-01,2022-12-31,승인완료,13,2022년 사업계획서 (아삭맛드림).hwp,,N
공익활동형,2022-01410,1,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,환경지킴이사업(3),강원도,4283000000,양양군,921,강원도,양양군,2022-01-01,2022-12-31,승인완료,150,2022년 환경지킴이사업(3) 사업계획서.hwp,,N
시장형,2022-01516,4,2022,Y,2007,카페(E-08),N,105001,웰빙카페,전라남도,4611000000,목포시,125,전라남도,목포시,2022-01-01,2022-12-31,승인완료,16,2022년 시장형 사업계획(안).hwp,,N
공익활동형,2022-02450,1,2022,Y,2017,스쿨존교통지원 봉사(A-08),N,105001,스쿨존교통지원,전라북도,4519000000,남원시,890,전라북도,남원시,2022-01-03,2022-12-30,승인완료,82,공익형-2022년+스쿨존교통지원사업계획서.hwp,,N
공익활동형,2022-02675,1,2022,Y,2017,공공의료 및 복지시설 봉사(A-15),N,105001,경로당급식지원사업,충청북도,4311000000,청주시,903,충청북도,청주시,2022-01-01,2022-12-31,승인완료,90,2022년 공익활동 사업계획서(경로당급식지원사업).hwp,,N
시장형,2022-03699,2,2022,Y,2020,음식점(E-09),N,105001,오늘은돈까스,강원도,4217000000,동해시,583,강원도,동해시,2022-01-01,2022-12-31,승인완료,20,2022년+오늘은돈까스+사업계획서.hwp,,N
시장형,2022-04485,2,2022,Y,2017,지하철 택배(E-14),N,105001,실버택배사업,서울특별시,1162000000,관악구,150,서울특별시,관악구,2022-01-01,2022-12-31,승인완료,20,2022년 실버택배사업 사업계획서.hwp,,N
공익활동형,2022-04496,1,2022,Y,2013,노노케어(A-01),N,105001,거동불편노인돌봄재가서비스,강원도,4223000000,삼척시,2531,강원도,삼척시,2022-01-01,2022-12-31,승인완료,230,22년사업계획서-노노케어.hwp,,N
공익활동형,2022-01846,1,2022,Y,2022,보육시설 봉사(A-10),N,105001,보육시설봉사,경상북도,4715000000,김천시,143,경상북도,김천시,2022-01-01,2022-11-30,임시,80,2022년 노인 공익활동 사업계획서(보육)-김은영.hwpx,,Y
시장형,2022-02246,1,2022,Y,2018,음식점(E-09),N,105001,따순밥2호점,강원도,4223000000,삼척시,2531,강원도,삼척시,2022-01-10,2022-12-23,임시,14,-2022년 사업계획서-.hwp,,Y
공익활동형,2022-02930,1,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,내고장환경지킴이,인천광역시,2871000000,강화군,338083,인천광역시,강화군,2022-01-24,2022-12-30,임시,230,2022년+노인+공익활동+사업계획서+(내고장환경지킴이)230명.hwp,,Y
공익활동형,2022-03132,5,2022,N,2022,공공의료 및 복지시설 봉사(A-15),N,105001,복지시설관리지원,충청남도,4479000000,청양군,2882,충청남도,청양군,2022-01-01,2022-12-31,승인완료,85,2022년 사업계획서(복지시설관리지원).hwp,2022년+사업계획서(복지시설관리지원).hwp,N
시장형,2022-03349,9,2022,Y,2015,기타(E-04),N,105001,빵긋,경상남도,4812000000,창원시,2710,경상남도,창원시,2022-01-03,2022-12-31,승인완료,20,2022년+빵긋+사업계획서(완).hwp,2022년 빵긋 사업계획서.hwp,N
공익활동형,2022-03892,2,2022,Y,2010,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공공시설 안전지킴이,경상남도,4831000000,거제시,782,경상남도,거제시,2022-01-03,2022-12-31,승인완료,40,2022년  노인 공익활동 사업계획서(공공시설 안전지킴이).hwp,2022년++노인+공익활동+사업계획서(공공시설+안전지킴이).hwp,N
공익활동형,2022-04437,3,2022,Y,2022,공공의료 및 복지시설 봉사(A-15),N,105001,행복나눔봉사,충청북도,4311000000,청주시,2637,충청북도,청주시,2022-01-01,2022-12-31,승인완료,99,07. 2022년 행복나눔 사업계획서.hwp,07. 2022년 행복나눔 사업계획서(변경) - 3차 수정(20220715).hwp,N
공익활동형,2022-04456,2,2022,Y,2018,학교급식 지원봉사(A-07),N,105001,초등급식도우미,서울특별시,1153000000,구로구,2610,서울특별시,구로구,2022-03-02,2022-12-31,승인완료,36,2022 노인사회활동지원사업 사업계획서(초등급식).hwp,2022+노인사회활동지원사업+사업계획서(초등급식).hwp,N
공익활동형,2022-04463,2,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,지역사회환경개선,전라남도,4684000000,무안군,831,전라남도,무안군,2022-01-01,2022-12-31,승인완료,231,사업계획서(지역사회 환경개선).hwp,사업계획서(지역사회 환경개선).hwp,N
공익활동형,2022-02179,2,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,중랑천환경지킴이,경기도,4115000000,의정부시,1198,경기도,의정부시,2022-01-01,2022-12-30,승인완료,100,2022 중랑천환경지킴이 사업계획서.hwp,,N
사회서비스형,2022-02231,2,2022,Y,2021,취약계층 공익증진 서비스(B-09),N,105001,에너지해설사,울산광역시,3111000000,중구,162,울산광역시,중구,2022-01-05,2022-12-23,승인완료,6,2022년 에너지해설사 사업계획서.hwp,2022년+에너지해설사+사업계획서(수정).hwp,N
사회서비스형,2022-02386,2,2022,Y,2021,취약계층 공익증진 서비스(B-09),N,105001,소비자안전모니터링,경기도,4111000000,수원시,2620,경기도,수원시,2022-02-01,2022-11-30,반려,10,22.사서소비자안전모니터링사업계획서.hwp,,Y
